"Date","Age Group","Sex","Sinovac 1st dose","Sinovac 2nd dose","Sinovac 3rd dose","BioNTech 1st dose","BioNTech 2nd dose","BioNTech 3rd dose"
"2022-01-18","80 and above","F","789","132","76","146","29","55"
"2022-01-18","80 and above","M","531","76","72","147","25","60"
"2022-01-19","0-19","F","175","51","20","180","59","54"
"2022-01-19","0-19","M","188","72","12","221","46","54"
"2022-01-19","20-29","F","159","27","189","502","40","550"
"2022-01-19","20-29","M","162","27","183","439","56","426"
"2022-01-19","30-39","F","449","48","560","841","59","1505"
"2022-01-19","30-39","M","287","29","298","576","43","1001"
"2022-01-19","40-49","F","616","77","1102","573","45","2014"
"2022-01-19","40-49","M","406","46","583","379","40","1347"
"2022-01-19","50-59","F","854","119","1183","548","57","1569"
"2022-01-19","50-59","M","617","70","893","366","58","1348"
"2022-01-19","60-69","F","1240","146","716","592","78","907"
"2022-01-19","60-69","M","885","118","810","506","80","827"
"2022-01-19","70-79","F","967","121","310","290","61","309"
"2022-01-19","70-79","M","735","87","361","252","50","385"
"2022-01-19","80 and above","F","749","116","66","156","32","54"
"2022-01-19","80 and above","M","499","56","66","140","26","74"
"2022-01-20","0-19","F","162","127","23","167","68","53"
"2022-01-20","0-19","M","181","129","13","231","67","55"
"2022-01-20","20-29","F","151","37","220","534","141","605"
"2022-01-20","20-29","M","129","48","171","476","148","452"
"2022-01-20","30-39","F","468","98","552","992","223","1518"
"2022-01-20","30-39","M","258","64","341","563","123","1044"
"2022-01-20","40-49","F","601","134","1200","575","139","2144"
"2022-01-20","40-49","M","383","77","627","386","104","1463"
"2022-01-20","50-59","F","860","180","1316","529","151","1756"
"2022-01-20","50-59","M","555","120","984","363","114","1421"
"2022-01-20","60-69","F","1149","248","770","569","164","817"
"2022-01-20","60-69","M","897","199","807","408","159","772"
"2022-01-20","70-79","F","963","175","283","281","119","249"
"2022-01-20","70-79","M","733","132","349","281","106","306"
"2022-01-20","80 and above","F","849","160","50","137","54","55"
"2022-01-20","80 and above","M","503","122","78","103","68","55"
"2022-01-21","0-19","F","690","242","20","524","162","81"
"2022-01-21","0-19","M","800","238","26","541","146","75"
"2022-01-21","20-29","F","214","33","212","770","163","722"
"2022-01-21","20-29","M","143","38","190","562","147","478"
"2022-01-21","30-39","F","537","96","527","1465","300","1744"
"2022-01-21","30-39","M","364","61","291","736","142","1016"
"2022-01-21","40-49","F","970","167","1229","987","210","2508"
"2022-01-21","40-49","M","479","72","587","583","124","1550"
"2022-01-21","50-59","F","1039","220","1343","737","189","2016"
"2022-01-21","50-59","M","625","121","924","471","132","1575"
"2022-01-21","60-69","F","1416","233","820","807","207","1009"
"2022-01-21","60-69","M","958","176","795","585","185","942"
"2022-01-21","70-79","F","990","142","321","411","111","281"
"2022-01-21","70-79","M","745","120","352","361","92","332"
"2022-01-21","80 and above","F","861","128","74","163","54","53"
"2022-01-21","80 and above","M","556","56","84","166","46","72"
"2022-01-22","0-19","F","779","256","20","538","183","75"
"2022-01-22","0-19","M","916","295","27","583","224","62"
"2022-01-22","20-29","F","182","41","206","652","300","592"
"2022-01-22","20-29","M","149","37","171","542","320","427"
"2022-01-22","30-39","F","495","90","435","1197","526","1551"
"2022-01-22","30-39","M","262","63","255","631","343","855"
"2022-01-22","40-49","F","698","120","900","829","345","2079"
"2022-01-22","40-49","M","430","83","501","498","279","1314"
"2022-01-22","50-59","F","751","153","880","558","295","1484"
"2022-01-22","50-59","M","536","110","702","371","225","1305"
"2022-01-22","60-69","F","928","158","501","478","273","612"
"2022-01-22","60-69","M","693","112","500","370","189","646"
"2022-01-22","70-79","F","717","81","175","238","116","193"
"2022-01-22","70-79","M","477","60","192","179","90","198"
"2022-01-22","80 and above","F","541","47","39","110","41","41"
"2022-01-22","80 and above","M","310","26","42","78","34","42"
"2022-01-23","0-19","F","372","125","15","477","154","120"
"2022-01-23","0-19","M","467","158","12","487","194","97"
"2022-01-23","20-29","F","106","30","180","636","275","740"
"2022-01-23","20-29","M","87","38","183","501","300","591"
"2022-01-23","30-39","F","285","64","348","945","450","1774"
"2022-01-23","30-39","M","140","36","318","515","350","899"
"2022-01-23","40-49","F","323","78","659","643","300","2053"
"2022-01-23","40-49","M","223","66","518","408","288","1341"
"2022-01-23","50-59","F","316","98","542","507","271","1471"
"2022-01-23","50-59","M","255","89","657","359","224","1300"
"2022-01-23","60-69","F","325","89","273","434","267","594"
"2022-01-23","60-69","M","333","120","355","385","241","684"
"2022-01-23","70-79","F","208","52","78","232","134","175"
"2022-01-23","70-79","M","145","31","102","206","90","170"
"2022-01-23","80 and above","F","164","35","24","143","78","37"
"2022-01-23","80 and above","M","94","18","19","95","51","40"
"2022-01-24","0-19","F","730","52","14","367","124","88"
"2022-01-24","0-19","M","793","70","23","397","161","67"
"2022-01-24","20-29","F","154","29","292","616","230","651"
"2022-01-24","20-29","M","144","27","213","676","321","551"
"2022-01-24","30-39","F","486","49","625","1038","402","1390"
"2022-01-24","30-39","M","310","27","313","722","354","1033"
"2022-01-24","40-49","F","641","65","1246","753","307","2142"
"2022-01-24","40-49","M","418","38","635","537","296","1474"
"2022-01-24","50-59","F","870","98","1426","619","396","1679"
"2022-01-24","50-59","M","549","58","1087","513","312","1575"
"2022-01-24","60-69","F","1229","99","970","707","606","1063"
"2022-01-24","60-69","M","922","70","953","688","536","1235"
"2022-01-24","70-79","F","1008","48","359","351","363","342"
"2022-01-24","70-79","M","762","44","413","360","406","423"
"2022-01-24","80 and above","F","849","42","85","232","133","86"
"2022-01-24","80 and above","M","513","25","119","169","176","107"
"2022-01-25","0-19","F","906","89","24","339","108","65"
"2022-01-25","0-19","M","978","102","15","432","121","88"
"2022-01-25","20-29","F","154","31","226","581","282","581"
"2022-01-25","20-29","M","145","28","178","581","301","497"
"2022-01-25","30-39","F","435","79","534","1043","502","1409"
"2022-01-25","30-39","M","256","51","344","628","377","936"
"2022-01-25","40-49","F","611","109","1177","792","384","2075"
"2022-01-25","40-49","M","387","70","648","525","307","1441"
"2022-01-25","50-59","F","740","169","1204","690","414","1738"
"2022-01-25","50-59","M","522","79","928","536","335","1638"
"2022-01-25","60-69","F","1066","198","808","744","688","993"
"2022-01-25","60-69","M","857","159","835","668","568","1113"
"2022-01-25","70-79","F","859","138","317","373","379","344"
"2022-01-25","70-79","M","605","90","366","356","415","425"
"2022-01-25","80 and above","F","718","128","69","209","178","69"
"2022-01-25","80 and above","M","501","51","68","167","178","69"
"2022-01-26","0-19","F","881","60","14","387","185","88"
"2022-01-26","0-19","M","1112","89","16","384","174","83"
"2022-01-26","20-29","F","133","28","230","560","293","767"
"2022-01-26","20-29","M","125","26","206","661","361","629"
"2022-01-26","30-39","F","383","82","527","917","560","1880"
"2022-01-26","30-39","M","222","37","347","665","433","1179"
"2022-01-26","40-49","F","507","92","1039","689","405","2516"
"2022-01-26","40-49","M","333","49","597","501","352","1775"
"2022-01-26","50-59","F","662","141","1103","618","439","2081"
"2022-01-26","50-59","M","499","71","836","516","351","1976"
"2022-01-26","60-69","F","906","162","672","596","641","1090"
"2022-01-26","60-69","M","721","108","724","569","556","1323"
"2022-01-26","70-79","F","635","131","269","298","356","390"
"2022-01-26","70-79","M","566","87","302","322","378","480"
"2022-01-26","80 and above","F","716","114","60","205","175","77"
"2022-01-26","80 and above","M","439","72","68","141","180","76"
"2022-01-27","0-19","F","900","121","16","380","254","96"
"2022-01-27","0-19","M","1028","142","18","388","206","92"
"2022-01-27","20-29","F","161","42","285","533","373","955"
"2022-01-27","20-29","M","143","45","190","550","356","763"
"2022-01-27","30-39","F","381","129","552","825","636","2172"
"2022-01-27","30-39","M","282","75","334","620","460","1566"
"2022-01-27","40-49","F","499","164","1066","560","476","3064"
"2022-01-27","40-49","M","337","96","638","426","305","2184"
"2022-01-27","50-59","F","626","209","1111","495","408","2451"
"2022-01-27","50-59","M","485","139","895","353","318","2329"
"2022-01-27","60-69","F","809","267","669","492","569","1176"
"2022-01-27","60-69","M","693","192","722","446","485","1317"
"2022-01-27","70-79","F","605","188","238","244","309","371"
"2022-01-27","70-79","M","497","172","284","229","363","441"
"2022-01-27","80 and above","F","524","128","60","150","170","73"
"2022-01-27","80 and above","M","359","94","63","95","171","68"
"2022-01-28","0-19","F","1223","234","32","576","422","132"
"2022-01-28","0-19","M","1311","264","23","652","421","112"
"2022-01-28","20-29","F","175","48","257","547","537","960"
"2022-01-28","20-29","M","162","51","200","601","448","779"
"2022-01-28","30-39","F","479","137","553","925","965","2097"
"2022-01-28","30-39","M","297","84","338","655","597","1478"
"2022-01-28","40-49","F","637","190","1120","643","681","2953"
"2022-01-28","40-49","M","423","148","635","478","437","2026"
"2022-01-28","50-59","F","731","270","1016","517","572","2277"
"2022-01-28","50-59","M","574","190","868","392","367","2099"
"2022-01-28","60-69","F","907","288","691","513","653","1009"
"2022-01-28","60-69","M","807","227","709","477","548","1137"
"2022-01-28","70-79","F","624","185","225","247","339","330"
"2022-01-28","70-79","M","607","152","298","284","327","401"
"2022-01-28","80 and above","F","508","126","63","136","184","68"
"2022-01-28","80 and above","M","391","71","64","114","185","61"
"2022-01-29","0-19","F","993","229","25","564","391","143"
"2022-01-29","0-19","M","1116","279","31","620","396","147"
"2022-01-29","20-29","F","140","75","189","564","577","1051"
"2022-01-29","20-29","M","110","73","159","542","561","739"
"2022-01-29","30-39","F","381","169","397","905","870","2299"
"2022-01-29","30-39","M","248","127","237","599","623","1278"
"2022-01-29","40-49","F","491","255","805","591","525","2773"
"2022-01-29","40-49","M","339","188","487","362","450","1793"
"2022-01-29","50-59","F","571","291","712","424","507","1942"
"2022-01-29","50-59","M","464","223","655","340","382","1706"
"2022-01-29","60-69","F","652","325","386","320","396","647"
"2022-01-29","60-69","M","647","223","475","340","345","794"
"2022-01-29","70-79","F","450","183","109","156","213","163"
"2022-01-29","70-79","M","370","142","148","153","181","212"
"2022-01-29","80 and above","F","314","104","32","89","98","47"
"2022-01-29","80 and above","M","240","76","36","80","110","36"
"2022-01-30","0-19","F","539","111","21","553","299","132"
"2022-01-30","0-19","M","640","135","24","532","336","116"
"2022-01-30","20-29","F","83","56","121","555","451","1006"
"2022-01-30","20-29","M","84","62","176","602","419","816"
"2022-01-30","30-39","F","214","183","268","790","634","2638"
"2022-01-30","30-39","M","159","164","225","585","452","1377"
"2022-01-30","40-49","F","230","200","418","518","375","2928"
"2022-01-30","40-49","M","213","187","388","396","338","1832"
"2022-01-30","50-59","F","232","254","380","345","280","1821"
"2022-01-30","50-59","M","285","258","462","329","330","1785"
"2022-01-30","60-69","F","202","304","159","240","279","590"
"2022-01-30","60-69","M","286","322","242","286","261","751"
"2022-01-30","70-79","F","110","168","47","97","118","154"
"2022-01-30","70-79","M","123","137","55","95","110","178"
"2022-01-30","80 and above","F","90","106","8","56","74","32"
"2022-01-30","80 and above","M","54","91","10","59","72","34"
"2022-01-31","0-19","F","342","50","8","18","4","7"
"2022-01-31","0-19","M","325","64","6","30","2","3"
"2022-01-31","20-29","F","61","46","30","31","8","49"
"2022-01-31","20-29","M","49","36","47","35","7","39"
"2022-01-31","30-39","F","151","129","116","56","1","82"
"2022-01-31","30-39","M","137","70","105","45","8","71"
"2022-01-31","40-49","F","251","200","250","29","7","140"
"2022-01-31","40-49","M","209","116","224","34","4","110"
"2022-01-31","50-59","F","269","342","308","22","4","89"
"2022-01-31","50-59","M","306","223","320","17","2","82"
"2022-01-31","60-69","F","338","567","185","11","0","26"
"2022-01-31","60-69","M","412","444","267","10","0","43"
"2022-01-31","70-79","F","208","457","75","2","1","5"
"2022-01-31","70-79","M","214","363","104","7","2","5"
"2022-01-31","80 and above","F","184","252","9","2","1","2"
"2022-01-31","80 and above","M","155","236","13","4","0","2"
"2022-02-01","0-19","M","1","0","0","0","0","0"
"2022-02-01","20-29","F","0","1","0","4","0","1"
"2022-02-01","20-29","M","0","1","0","1","0","1"
"2022-02-01","30-39","F","1","1","0","0","0","1"
"2022-02-01","30-39","M","0","2","1","1","0","3"
"2022-02-01","40-49","F","5","0","1","0","0","0"
"2022-02-01","40-49","M","1","1","0","2","0","0"
"2022-02-01","50-59","F","2","3","1","0","0","1"
"2022-02-01","50-59","M","2","6","0","0","0","0"
"2022-02-01","60-69","F","3","5","1","0","0","1"
"2022-02-01","60-69","M","3","6","2","0","0","0"
"2022-02-01","70-79","F","0","4","0","0","0","0"
"2022-02-01","70-79","M","3","6","1","0","0","0"
"2022-02-01","80 and above","F","0","1","0","0","0","0"
"2022-02-01","80 and above","M","0","4","0","0","0","0"
"2022-02-02","0-19","F","6","0","1","0","0","0"
"2022-02-02","0-19","M","7","2","0","0","0","0"
"2022-02-02","20-29","F","2","1","1","0","0","0"
"2022-02-02","20-29","M","1","1","0","0","0","0"
"2022-02-02","30-39","F","6","6","4","0","0","0"
"2022-02-02","30-39","M","2","4","3","0","0","0"
"2022-02-02","40-49","F","9","5","3","0","0","0"
"2022-02-02","40-49","M","10","4","11","0","0","0"
"2022-02-02","50-59","F","9","16","10","0","0","0"
"2022-02-02","50-59","M","14","11","13","0","0","0"
"2022-02-02","60-69","F","11","29","2","0","0","0"
"2022-02-02","60-69","M","11","26","7","0","0","0"
"2022-02-02","70-79","F","2","17","0","0","0","0"
"2022-02-02","70-79","M","9","17","1","0","0","0"
"2022-02-02","80 and above","F","1","8","0","0","0","0"
"2022-02-02","80 and above","M","4","10","0","0","0","0"
"2022-02-03","0-19","F","536","20","14","354","248","114"
"2022-02-03","0-19","M","644","11","24","354","221","97"
"2022-02-03","20-29","F","60","15","126","367","84","804"
"2022-02-03","20-29","M","62","12","135","458","76","612"
"2022-02-03","30-39","F","153","27","218","587","90","1656"
"2022-02-03","30-39","M","153","22","196","438","52","1059"
"2022-02-03","40-49","F","206","36","434","481","64","2115"
"2022-02-03","40-49","M","198","31","363","358","36","1460"
"2022-02-03","50-59","F","244","50","370","376","28","1479"
"2022-02-03","50-59","M","251","32","429","351","29","1455"
"2022-02-03","60-69","F","269","87","218","307","26","594"
"2022-02-03","60-69","M","294","65","272","308","25","771"
"2022-02-03","70-79","F","157","53","59","113","8","163"
"2022-02-03","70-79","M","141","54","63","115","6","210"
"2022-02-03","80 and above","F","85","47","10","70","8","35"
"2022-02-03","80 and above","M","53","37","16","46","3","27"
"2022-02-04","0-19","F","447","129","13","383","247","143"
"2022-02-04","0-19","M","525","142","13","433","234","87"
"2022-02-04","20-29","F","78","144","119","463","695","901"
"2022-02-04","20-29","M","94","150","100","453","675","703"
"2022-02-04","30-39","F","301","481","245","792","1128","1851"
"2022-02-04","30-39","M","208","309","189","678","746","1331"
"2022-02-04","40-49","F","427","603","497","607","777","2551"
"2022-02-04","40-49","M","374","517","433","522","569","1856"
"2022-02-04","50-59","F","629","834","666","554","754","2118"
"2022-02-04","50-59","M","539","702","643","501","586","1986"
"2022-02-04","60-69","F","1059","1375","487","653","1006","1181"
"2022-02-04","60-69","M","1006","1137","598","618","919","1303"
"2022-02-04","70-79","F","771","1124","198","287","626","322"
"2022-02-04","70-79","M","575","959","212","251","616","336"
"2022-02-04","80 and above","F","479","699","51","140","269","65"
"2022-02-04","80 and above","M","341","614","48","109","324","62"
"2022-02-05","0-19","F","482","171","15","347","295","107"
"2022-02-05","0-19","M","541","184","19","384","286","90"
"2022-02-05","20-29","F","89","146","150","515","616","874"
"2022-02-05","20-29","M","88","135","130","450","551","660"
"2022-02-05","30-39","F","272","426","301","737","964","2080"
"2022-02-05","30-39","M","200","274","238","513","658","1111"
"2022-02-05","40-49","F","404","617","621","560","625","2522"
"2022-02-05","40-49","M","330","402","460","431","434","1649"
"2022-02-05","50-59","F","582","781","691","475","532","1897"
"2022-02-05","50-59","M","485","594","676","402","387","1743"
"2022-02-05","60-69","F","968","1185","561","468","561","916"
"2022-02-05","60-69","M","802","910","594","399","407","1052"
"2022-02-05","70-79","F","733","905","176","208","222","253"
"2022-02-05","70-79","M","541","609","197","187","183","284"
"2022-02-05","80 and above","F","488","588","34","108","106","54"
"2022-02-05","80 and above","M","338","380","42","67","67","51"
"2022-02-06","0-19","F","423","97","12","428","362","126"
"2022-02-06","0-19","M","458","114","17","437","341","85"
"2022-02-06","20-29","F","61","115","146","447","479","923"
"2022-02-06","20-29","M","63","107","115","472","430","749"
"2022-02-06","30-39","F","164","290","289","759","783","2364"
"2022-02-06","30-39","M","130","215","219","465","524","1202"
"2022-02-06","40-49","F","211","410","472","587","499","2864"
"2022-02-06","40-49","M","205","317","364","424","392","1728"
"2022-02-06","50-59","F","286","405","407","460","439","1928"
"2022-02-06","50-59","M","260","449","493","416","345","1796"
"2022-02-06","60-69","F","408","521","262","408","435","959"
"2022-02-06","60-69","M","316","533","348","376","399","1022"
"2022-02-06","70-79","F","284","412","84","205","249","272"
"2022-02-06","70-79","M","208","287","96","169","202","279"
"2022-02-06","80 and above","F","162","277","10","124","119","51"
"2022-02-06","80 and above","M","116","173","13","92","99","59"
"2022-02-07","0-19","F","1093","144","30","417","266","116"
"2022-02-07","0-19","M","1219","197","15","410","293","108"
"2022-02-07","20-29","F","133","169","232","412","489","1034"
"2022-02-07","20-29","M","156","129","231","584","544","925"
"2022-02-07","30-39","F","500","564","637","756","856","1915"
"2022-02-07","30-39","M","392","354","450","660","651","1588"
"2022-02-07","40-49","F","734","779","1365","578","670","2687"
"2022-02-07","40-49","M","622","521","869","482","498","2192"
"2022-02-07","50-59","F","1083","1051","1496","561","605","2249"
"2022-02-07","50-59","M","849","793","1204","531","501","2248"
"2022-02-07","60-69","F","1942","1914","1148","679","926","1361"
"2022-02-07","60-69","M","1569","1285","1229","716","848","1614"
"2022-02-07","70-79","F","1667","1523","489","370","524","454"
"2022-02-07","70-79","M","1182","1113","496","337","498","548"
"2022-02-07","80 and above","F","1114","1154","118","209","268","100"
"2022-02-07","80 and above","M","778","757","98","160","261","89"
"2022-02-08","0-19","F","1150","144","18","393","321","126"
"2022-02-08","0-19","M","1304","173","19","408","332","99"
"2022-02-08","20-29","F","186","170","245","474","413","971"
"2022-02-08","20-29","M","218","106","195","561","428","862"
"2022-02-08","30-39","F","601","598","672","713","767","1990"
"2022-02-08","30-39","M","478","351","390","637","508","1464"
"2022-02-08","40-49","F","913","793","1417","569","540","2811"
"2022-02-08","40-49","M","689","515","700","550","440","1921"
"2022-02-08","50-59","F","1432","1211","1715","651","638","2688"
"2022-02-08","50-59","M","977","736","1161","598","491","2300"
"2022-02-08","60-69","F","2463","2104","1286","836","857","1688"
"2022-02-08","60-69","M","1852","1420","1256","731","751","1684"
"2022-02-08","70-79","F","2048","1813","573","481","494","548"
"2022-02-08","70-79","M","1458","1314","582","446","482","676"
"2022-02-08","80 and above","F","1385","1292","109","260","248","114"
"2022-02-08","80 and above","M","970","863","115","210","211","123"
"2022-02-09","0-19","F","1199","105","28","415","248","113"
"2022-02-09","0-19","M","1368","131","21","386","246","119"
"2022-02-09","20-29","F","266","150","248","567","439","1145"
"2022-02-09","20-29","M","293","142","245","699","432","896"
"2022-02-09","30-39","F","1012","549","642","890","724","2174"
"2022-02-09","30-39","M","740","307","409","787","517","1635"
"2022-02-09","40-49","F","1433","708","1299","750","506","2969"
"2022-02-09","40-49","M","1079","431","693","575","357","2003"
"2022-02-09","50-59","F","2334","973","1489","754","530","2435"
"2022-02-09","50-59","M","1454","632","1033","636","396","2071"
"2022-02-09","60-69","F","4001","1731","1118","1103","696","1587"
"2022-02-09","60-69","M","2832","1209","1004","992","562","1553"
"2022-02-09","70-79","F","3238","1493","440","555","376","496"
"2022-02-09","70-79","M","2315","1025","420","609","365","548"
"2022-02-09","80 and above","F","1978","1167","85","268","209","93"
"2022-02-09","80 and above","M","1543","693","117","286","169","114"
"2022-02-10","0-19","F","1066","126","20","211","153","101"
"2022-02-10","0-19","M","1281","139","30","250","162","97"
"2022-02-10","20-29","F","331","186","254","629","479","1118"
"2022-02-10","20-29","M","333","138","209","646","449","950"
"2022-02-10","30-39","F","1070","607","735","990","985","2054"
"2022-02-10","30-39","M","831","364","411","865","586","1713"
"2022-02-10","40-49","F","1588","837","1517","734","639","2983"
"2022-02-10","40-49","M","1109","459","766","500","387","2098"
"2022-02-10","50-59","F","2596","1114","1771","718","612","2583"
"2022-02-10","50-59","M","1597","665","1207","549","346","2027"
"2022-02-10","60-69","F","4061","1892","1343","1018","691","1468"
"2022-02-10","60-69","M","2933","1248","1131","920","551","1453"
"2022-02-10","70-79","F","3253","1566","531","552","366","500"
"2022-02-10","70-79","M","2506","1025","510","608","334","513"
"2022-02-10","80 and above","F","2207","1132","112","286","162","74"
"2022-02-10","80 and above","M","1594","734","111","290","128","79"
"2022-02-11","0-19","F","1109","280","23","265","182","120"
"2022-02-11","0-19","M","1334","331","17","296","176","109"
"2022-02-11","20-29","F","385","231","243","675","686","1155"
"2022-02-11","20-29","M","382","164","236","660","514","819"
"2022-02-11","30-39","F","1227","759","710","1274","1377","2388"
"2022-02-11","30-39","M","905","387","378","937","742","1610"
"2022-02-11","40-49","F","1769","1066","1530","890","1018","3263"
"2022-02-11","40-49","M","1217","595","730","651","591","2022"
"2022-02-11","50-59","F","2638","1318","1803","923","802","2796"
"2022-02-11","50-59","M","1569","800","1072","559","470","2045"
"2022-02-11","60-69","F","4068","1857","1362","1139","944","1612"
"2022-02-11","60-69","M","2982","1254","1131","890","678","1362"
"2022-02-11","70-79","F","3193","1514","512","584","449","509"
"2022-02-11","70-79","M","2514","1064","491","583","418","531"
"2022-02-11","80 and above","F","2206","1034","121","271","209","77"
"2022-02-11","80 and above","M","1573","685","118","265","189","94"
"2022-02-12","0-19","F","1330","361","36","264","280","153"
"2022-02-12","0-19","M","1409","409","35","282","322","138"
"2022-02-12","20-29","F","282","216","228","622","723","1033"
"2022-02-12","20-29","M","272","177","171","535","603","757"
"2022-02-12","30-39","F","941","590","576","1011","1283","2519"
"2022-02-12","30-39","M","596","314","300","744","765","1367"
"2022-02-12","40-49","F","1311","822","1210","715","946","3256"
"2022-02-12","40-49","M","908","509","577","514","591","1911"
"2022-02-12","50-59","F","1734","990","1346","577","662","2369"
"2022-02-12","50-59","M","1138","586","856","420","455","1963"
"2022-02-12","60-69","F","2607","1367","919","721","602","1208"
"2022-02-12","60-69","M","1822","880","814","544","440","1157"
"2022-02-12","70-79","F","2015","1085","319","374","315","393"
"2022-02-12","70-79","M","1410","641","320","296","238","351"
"2022-02-12","80 and above","F","1482","744","73","186","141","92"
"2022-02-12","80 and above","M","1006","464","77","156","104","63"
"2022-02-13","0-19","F","757","162","14","315","394","123"
"2022-02-13","0-19","M","864","196","18","384","381","105"
"2022-02-13","20-29","F","124","109","183","615","429","1158"
"2022-02-13","20-29","M","144","94","164","581","387","894"
"2022-02-13","30-39","F","401","356","417","960","789","2677"
"2022-02-13","30-39","M","292","176","311","750","479","1460"
"2022-02-13","40-49","F","497","369","722","734","547","3335"
"2022-02-13","40-49","M","412","271","565","501","391","2024"
"2022-02-13","50-59","F","679","402","762","535","399","2203"
"2022-02-13","50-59","M","604","326","741","452","311","2036"
"2022-02-13","60-69","F","1013","533","454","617","394","1028"
"2022-02-13","60-69","M","831","458","524","522","323","1145"
"2022-02-13","70-79","F","664","383","121","286","217","272"
"2022-02-13","70-79","M","534","279","126","248","181","285"
"2022-02-13","80 and above","F","511","278","24","165","139","67"
"2022-02-13","80 and above","M","353","181","22","120","99","50"
"2022-02-14","0-19","F","2364","132","23","269","215","115"
"2022-02-14","0-19","M","2808","177","23","348","236","102"
"2022-02-14","20-29","F","319","134","257","584","364","998"
"2022-02-14","20-29","M","383","109","288","839","392","909"
"2022-02-14","30-39","F","1002","460","994","1039","596","2286"
"2022-02-14","30-39","M","760","268","529","986","475","1732"
"2022-02-14","40-49","F","1408","644","1788","751","456","3017"
"2022-02-14","40-49","M","1031","448","945","752","362","2165"
"2022-02-14","50-59","F","2194","949","2009","863","466","2792"
"2022-02-14","50-59","M","1552","600","1351","707","397","2298"
"2022-02-14","60-69","F","3548","1568","1513","1002","645","1689"
"2022-02-14","60-69","M","2728","1121","1260","992","612","1686"
"2022-02-14","70-79","F","2724","1349","587","474","326","587"
"2022-02-14","70-79","M","2191","898","613","553","379","608"
"2022-02-14","80 and above","F","2151","923","112","283","193","94"
"2022-02-14","80 and above","M","1495","596","161","241","160","106"
"2022-02-15","0-19","F","4233","114","19","259","166","95"
"2022-02-15","0-19","M","4609","164","30","315","254","93"
"2022-02-15","20-29","F","329","165","285","621","487","1141"
"2022-02-15","20-29","M","339","146","261","811","504","884"
"2022-02-15","30-39","F","975","547","1148","1087","884","2259"
"2022-02-15","30-39","M","755","275","542","1038","580","1681"
"2022-02-15","40-49","F","1385","711","1902","703","610","2945"
"2022-02-15","40-49","M","988","480","1057","659","454","2102"
"2022-02-15","50-59","F","1967","932","1966","771","554","2605"
"2022-02-15","50-59","M","1389","594","1375","611","433","2194"
"2022-02-15","60-69","F","2967","1486","1367","893","704","1618"
"2022-02-15","60-69","M","2374","1121","1309","820","628","1644"
"2022-02-15","70-79","F","2436","1261","560","452","354","518"
"2022-02-15","70-79","M","2011","911","557","475","370","603"
"2022-02-15","80 and above","F","1986","956","128","298","187","97"
"2022-02-15","80 and above","M","1418","622","119","224","158","143"
"2022-02-16","0-19","F","4766","173","29","745","190","117"
"2022-02-16","0-19","M","5224","164","38","841","193","87"
"2022-02-16","20-29","F","325","163","296","732","498","1141"
"2022-02-16","20-29","M","327","132","275","903","541","900"
"2022-02-16","30-39","F","1028","487","1179","1251","832","2178"
"2022-02-16","30-39","M","716","321","604","1162","565","1777"
"2022-02-16","40-49","F","1303","694","2043","847","558","3027"
"2022-02-16","40-49","M","844","423","976","788","418","2108"
"2022-02-16","50-59","F","1900","956","2179","925","613","2809"
"2022-02-16","50-59","M","1173","627","1364","693","488","2175"
"2022-02-16","60-69","F","2916","1390","1510","1063","716","1878"
"2022-02-16","60-69","M","2060","953","1322","980","591","1797"
"2022-02-16","70-79","F","2443","1217","565","526","348","592"
"2022-02-16","70-79","M","1858","806","526","546","364","673"
"2022-02-16","80 and above","F","1951","894","104","289","210","109"
"2022-02-16","80 and above","M","1321","593","111","226","171","114"
"2022-02-17","0-19","F","5254","164","36","773","158","113"
"2022-02-17","0-19","M","5933","143","31","902","186","99"
"2022-02-17","20-29","F","334","159","297","869","554","1205"
"2022-02-17","20-29","M","372","136","297","877","514","943"
"2022-02-17","30-39","F","998","483","1138","1349","938","2553"
"2022-02-17","30-39","M","727","251","675","1171","576","1986"
"2022-02-17","40-49","F","1229","631","1940","909","658","3311"
"2022-02-17","40-49","M","915","391","1014","696","438","2373"
"2022-02-17","50-59","F","1752","944","2170","915","578","2864"
"2022-02-17","50-59","M","1237","574","1398","633","389","2277"
"2022-02-17","60-69","F","2614","1386","1331","949","571","1656"
"2022-02-17","60-69","M","2020","979","1253","820","489","1673"
"2022-02-17","70-79","F","2097","1096","519","442","270","553"
"2022-02-17","70-79","M","1655","805","420","499","295","579"
"2022-02-17","80 and above","F","1766","880","125","229","144","105"
"2022-02-17","80 and above","M","1174","544","97","195","107","120"
"2022-02-18","0-19","F","6268","485","25","898","301","125"
"2022-02-18","0-19","M","6651","535","30","1056","272","98"
"2022-02-18","20-29","F","352","185","325","821","663","1205"
"2022-02-18","20-29","M","337","145","255","836","601","1051"
"2022-02-18","30-39","F","1086","559","1109","1429","1330","2754"
"2022-02-18","30-39","M","747","367","521","1028","767","1966"
"2022-02-18","40-49","F","1477","1000","1918","986","970","3815"
"2022-02-18","40-49","M","914","526","965","682","631","2468"
"2022-02-18","50-59","F","1936","1167","2066","891","768","3410"
"2022-02-18","50-59","M","1176","649","1221","593","491","2413"
"2022-02-18","60-69","F","2698","1575","1354","1057","726","1910"
"2022-02-18","60-69","M","1883","1041","1170","823","620","1728"
"2022-02-18","70-79","F","2108","1136","537","463","336","510"
